reid,ruid,clid,total_cost,payment,guests
2403,1613,36,715.54,credit card,1
2404,4727,35,2762.94,cash,1
2405,1685,192,914.67,check,2
2406,3674,275,3307.36,cash,4
2407,4754,211,1056.3,cash,1
2408,4274,70,883.04,credit card,3
2409,603,28,1418,check,1
2410,4913,190,1901.13,cash,3
2411,3280,315,425.22,check,1
2412,294,115,3032.4,cash,1
2413,4352,98,2185.5,cash,6
2414,838,371,3835.56,check,5
2415,3390,391,981.06,cash,1
2416,2840,63,790.5,check,2
2417,571,36,1179.36,cash,1
2418,554,192,674.64,check,2
2419,875,282,365.2,check,1
2420,2509,180,754.77,credit card,1
2421,2417,333,4744.56,cash,6
2422,315,314,1599.72,credit card,1
2423,881,250,1369.16,cash,1
2424,890,12,681.63,credit card,4
2425,3172,269,1490.17,check,3
2426,2196,8,910.7,credit card,1
2427,1038,312,3041.46,cash,4
2428,414,43,1300,credit card,1
2429,3292,286,809.3,credit card,2
2430,1169,282,1816.21,credit card,4
2431,3343,108,1357.2,pear pay,1
2432,3932,25,3557.28,cash,1
2433,3193,7,1183.27,check,1
2434,576,116,1328.03,pear pay,1
2435,4681,214,927.45,credit card,1
2436,1455,126,1260.12,cash,1
2437,499,316,1346.32,credit card,3
2438,3959,340,1018.26,check,3
2439,3121,203,1125.2,cash,1
2440,421,222,868.5,debit card,1
2441,1694,205,2096.12,check,1
2442,1509,138,1964.48,pear pay,4
2443,3314,151,798.54,check,3
2444,4124,258,1011,pear pay,1
2445,4536,334,613.06,cash,1
2446,3825,185,613.95,cash,2
2447,3746,357,915.44,check,1
2448,1517,46,2887.92,credit card,2
2449,4400,286,645.21,credit card,2
2450,2947,215,2754.18,check,3
2451,4340,71,4608.56,pear pay,5
2452,2115,31,3185.93,cash,4
2453,2858,88,973.84,credit card,1
2454,4781,115,2800.6,check,6
2455,282,316,1279.7,credit card,4
2456,3838,345,616.29,credit card,2
2457,386,4,389.72,pear pay,1
2458,3352,181,1581.93,credit card,2
2459,4932,349,1076.58,credit card,1
2460,1592,106,339.12,cash,1
2461,961,276,273.36,cash,1
2462,3588,186,3205.93,cash,1
2463,324,16,334.26,credit card,1
2464,12,311,4311.97,credit card,4
2465,989,258,403.77,credit card,2
2466,34,37,1120.21,debit card,1
2467,539,58,1532.63,credit card,4
2468,2820,193,1457.12,cash,4
2469,2408,383,1353.42,credit card,2
2470,3644,301,856.9,check,4
2471,3413,249,618.1,cash,2
2472,3438,15,1047.9,credit card,2
2473,2271,158,451.85,credit card,1
2474,1244,104,979.1,pear pay,1
2475,3579,52,878.3,credit card,2
2476,212,151,684.09,credit card,1
2477,3400,21,2380.7,cash,1
2478,4414,144,644.28,debit card,1
2479,3499,54,1173.34,credit card,1
2480,4162,387,3744.72,credit card,2
2481,3218,287,338.91,pear pay,2
2482,1422,189,4043.04,credit card,5
2483,2694,138,672.24,cash,1
2484,75,181,3709.58,cash,2
2485,4050,102,1333.2,credit card,4
2486,538,265,556.83,credit card,3
2487,1312,381,2107,cash,4
2488,817,227,2030.88,cash,4
2489,25,69,1522.75,credit card,3
2490,190,156,2923.2,cash,2
2491,2508,6,438.96,credit card,2
2492,4023,392,1255.66,credit card,2
2493,2596,124,357.24,cash,1
2494,607,320,394.6,cash,1
2495,2504,39,1512.96,credit card,5
2496,3012,92,881,credit card,1
2497,1703,130,1241.02,check,4
2498,3476,22,1160.46,cash,1
2499,2373,313,615.45,check,2
2500,2798,399,1397.28,check,4
2501,1285,341,2460.78,check,2
2502,3029,88,5260.97,credit card,5
2503,1760,245,2866.22,credit card,5
2504,886,104,713.05,credit card,1
2505,2777,170,824.4,check,3
2506,1713,44,1373.8,debit card,4
2507,917,6,5620.68,debit card,3
2508,4693,153,1204,cash,4
2509,340,69,2049.24,cash,2
2510,1115,389,1903.11,cash,3
2511,419,176,352.77,pear pay,3
2512,3949,292,1289.6,cash,1
2513,3375,86,1310.16,credit card,2
2514,1967,162,1593.57,pear pay,5
2515,1015,93,510.9,cash,1
2516,3973,52,1544.62,credit card,4
2517,4901,233,757.86,cash,3
2518,1026,332,498.16,cash,1
2519,2804,55,958.74,credit card,3
2520,4073,207,828.94,credit card,1
2521,98,318,273.78,cash,1
2522,4792,266,1061.08,credit card,6
2523,2360,240,530.04,credit card,1
2524,643,179,1090.14,check,5
2525,2541,164,934.85,check,3
2526,247,312,800.34,credit card,1
2527,4980,155,1132.02,cash,4
2528,2733,69,1648.9,credit card,3
2529,978,343,1303.32,check,2
2530,2095,177,353.72,check,1
2531,202,2,2818.6,debit card,1
2532,3293,397,1630.9,check,1
2533,3685,150,1959.16,check,3
2534,2692,4,3396.54,cash,7
2535,29,307,2462.07,credit card,3
2536,1005,215,2006.18,pear pay,3
2537,3157,220,2358.81,cash,4
2538,1061,320,432.84,cash,3
2539,2398,366,691.32,debit card,1
2540,395,92,1649.61,debit card,2
2541,4231,169,2278.12,pear pay,2
2542,4153,289,493.92,credit card,2
2543,110,345,1160.88,credit card,1
2544,2574,352,619.29,credit card,2
2545,4946,399,4235.14,credit card,7
2546,4634,178,1316.2,credit card,6
2547,1220,52,931.98,cash,1
2548,1302,145,5050.2,cash,4
2549,2446,116,688.7,credit card,1
2550,1618,1,1565.41,credit card,2
2551,4386,169,5290.5,cash,5
2552,4531,285,613.92,check,2
2553,1199,90,1328.85,credit card,3
2554,2245,218,454.2,cash,2
2555,2784,198,604.12,cash,3
2556,2986,15,1028.76,credit card,5
2557,3823,332,1852.76,cash,2
2558,3832,342,1594.71,pear pay,1
2559,3252,149,1217.37,credit card,2
2560,2267,89,4468,credit card,4
2561,1726,290,3299.1,credit card,6
2562,3481,142,721.63,cash,2
2563,2853,281,1426.18,pear pay,2
2564,66,8,702.66,check,1
2565,3445,281,834.75,check,1
2566,4762,394,800.34,credit card,1
2567,727,59,989.37,credit card,1
2568,1636,393,737.24,check,1
2569,114,325,1701.7,pear pay,4
2570,4379,24,2066.2,cash,2
2571,67,381,789.6,credit card,1
2572,225,163,812.28,check,4
2573,3697,210,2379.6,cash,3
2574,423,72,1552.04,credit card,2
2575,4210,57,4997.59,check,4
2576,4899,361,1337.4,cash,2
2577,2572,251,894.3,cash,2
2578,1229,291,561.9,check,5
2579,1940,386,2651.2,cash,5
2580,2787,111,1343.81,credit card,2
2581,2539,323,4733.82,check,7
2582,127,96,750.1,debit card,3
2583,785,187,4183.76,debit card,5
2584,678,201,1940.76,debit card,2
2585,4923,233,2453.88,debit card,1
2586,854,283,461.34,pear pay,2
2587,4673,139,1357.98,check,1
2588,2865,280,1366.12,cash,2
2589,919,274,1587.88,cash,5
2590,1903,230,1310.53,credit card,1
2591,3781,25,786.5,check,2
2592,1034,317,1476.15,pear pay,2
2593,489,116,617.76,check,2
2594,2873,107,989.01,cash,1
2595,3113,36,3812.12,cash,4
2596,1346,307,665.47,check,1
2597,1240,191,576.2,credit card,2
2598,971,10,1326.56,cash,1
2599,2816,350,1978.9,debit card,2
2600,4187,390,2241.48,debit card,5
2601,2863,296,588.6,credit card,1
2602,4697,323,4629.52,cash,1
2603,2230,360,1658.6,check,6
2604,1481,186,1975.6,pear pay,2
2605,3992,208,2310.9,credit card,1
2606,4796,266,751.38,credit card,3
2607,2366,329,2046.48,cash,1
2608,4502,80,1500.15,cash,6
2609,3021,116,781.2,cash,1
2610,1099,25,671.46,credit card,1
2611,4896,64,2046.72,credit card,4
2612,4464,272,1218.98,pear pay,3
2613,670,350,1083.75,cash,4
2614,3547,260,1104.57,check,6
2615,2029,218,1151.35,cash,3
2616,4244,395,1480.36,cash,4
2617,3346,106,3891.02,check,2
2618,2753,316,4585.35,cash,2
2619,587,398,262.41,credit card,1
2620,4049,186,1679.52,cash,3
2621,2331,55,557,check,2
2622,2785,274,722.33,check,1
2623,2680,142,2358.16,check,4
2624,3687,31,644,credit card,1
2625,1602,7,891,credit card,1
2626,661,182,3939.65,credit card,2
2627,1992,41,1412.82,check,1
2628,4787,312,1177.26,credit card,5
2629,3632,239,2837.8,pear pay,3
2630,2729,322,1879.92,cash,3
2631,467,39,1697.58,credit card,3
2632,413,365,1666.42,cash,1
2633,3313,176,1538.79,cash,5
2634,3976,295,2592.96,check,5
2635,3483,230,1139.97,debit card,2
2636,191,391,1237.12,credit card,2
2637,254,172,2577.96,credit card,5
2638,2674,202,743.1,check,2
2639,1986,88,2408.23,credit card,4
2640,859,182,249.24,cash,1
2641,4193,249,1883.36,cash,6
2642,4305,185,1526.72,check,2
2643,585,255,1061.22,check,4
2644,4422,192,2060.76,cash,7
2645,1141,335,642.24,check,1
2646,3702,144,633.24,cash,1
2647,2090,372,2483.2,check,2
2648,2927,33,1326.56,credit card,1
2649,1790,270,4638.12,credit card,1
2650,3364,107,1246.5,credit card,2
2651,3332,44,1889.2,check,1
2652,1766,156,801.27,debit card,1
2653,3175,293,5552.88,check,1
2654,3651,361,492.66,cash,2
2655,765,345,1072.14,credit card,2
2656,496,118,514.68,check,4
2657,2113,131,3197.97,credit card,5
2658,1105,354,2512.08,pear pay,1
2659,3475,143,560.55,credit card,2
2660,3677,373,2050.1,cash,5
2661,1428,326,1452.92,cash,4
2662,1872,383,2898.98,cash,1
2663,3589,292,831.56,cash,3
2664,882,379,269.34,credit card,1
2665,2857,206,583.88,cash,1
2666,2808,12,5986.37,pear pay,7
2667,1364,92,844.2,credit card,1
2668,3710,245,1063,cash,2
2669,1292,60,627.96,credit card,2
2670,2772,194,902.3,pear pay,5
2671,735,280,1570.59,pear pay,4
2672,4083,315,1052.4,pear pay,2
2673,923,190,1477.92,credit card,2
2674,2698,208,2904.8,pear pay,4
2675,4791,198,1017.18,cash,2
2676,4572,224,4643.47,check,6
2677,488,207,691.5,cash,1
2678,4940,70,795.4,cash,1
2679,1938,287,3973.7,cash,2
2680,175,281,1083.84,credit card,1
2681,4930,354,2245.98,check,1
2682,1676,201,1125.42,cash,4
2683,1611,307,1366.08,check,1
2684,4144,15,2021.88,credit card,2
2685,4333,128,319,credit card,2
2686,292,222,4099.7,cash,1
2687,27,35,7380.38,debit card,1
2688,239,129,607,check,1
2689,1822,317,1491.38,credit card,2
2690,1391,220,5031.91,check,4
2691,122,214,464.2,credit card,1
2692,35,66,369.84,cash,1
2693,1195,292,2867.26,check,3
2694,297,52,609.95,check,1
2695,3237,286,2976.03,credit card,4
2696,2874,358,949.41,debit card,1
2697,2818,308,2796.64,cash,2
2698,4848,101,1346.24,credit card,2
2699,4248,293,750.12,credit card,1
2700,3738,171,1166.24,credit card,4
2701,4454,91,1323.7,debit card,2
2702,2383,349,2277.81,credit card,2
2703,4585,339,1821.54,cash,1
2704,1358,195,612,credit card,2
2705,1095,63,1176.12,cash,2
2706,2233,349,4660.46,debit card,8
2707,2773,396,1217.1,cash,2
2708,1361,140,2081.42,credit card,1
2709,4322,157,1581.71,check,2
2710,299,321,1678.92,pear pay,2
2711,1916,280,2918.7,pear pay,6
2712,1002,231,866.61,cash,1
2713,3140,280,1282.38,check,1
2714,1327,69,348.75,cash,1
2715,3495,321,1911.91,credit card,1
2716,2671,227,1143.76,cash,2
2717,3494,357,309.48,credit card,2
2718,2552,240,1443.36,credit card,1
2719,736,83,1430.4,cash,6
2720,2507,259,2947.7,cash,2
2721,4550,283,1289.33,credit card,6
2722,525,389,2543.52,credit card,2
2723,426,320,662.22,credit card,3
2724,4900,113,649.6,cash,2
2725,2253,39,861.06,cash,5
2726,1076,48,1997.8,credit card,2
2727,3603,217,3453.94,check,6
2728,390,114,581.25,credit card,1
2729,1839,118,2372.3,pear pay,3
2730,2995,263,3306.82,cash,1
2731,3394,358,1130.1,check,3
2732,3288,20,1279.92,pear pay,3
2733,3972,160,5765.32,cash,3
2734,2905,370,2196.39,cash,4
2735,1692,72,1189.24,cash,2
2736,2370,73,2492.49,check,2
2737,2323,105,1745.1,pear pay,2
2738,1360,304,2032.1,credit card,1
2739,2284,210,6501.18,cash,3
2740,433,319,1317.18,check,3
2741,2565,40,985.11,cash,2
2742,3197,279,2331.9,credit card,6
2743,1446,54,1413.86,credit card,1
2744,851,238,779.46,debit card,1
2745,1436,365,2886.65,cash,2
2746,702,315,2120.02,cash,1
2747,2409,287,1636.1,credit card,1
2748,4263,390,863,cash,1
2749,803,337,1470.04,credit card,3
2750,4188,228,582.81,cash,6
2751,3945,25,1471.32,pear pay,2
2752,351,136,1940.16,credit card,2
2753,3701,185,951.61,check,1
2754,1365,164,388.38,cash,5
2755,3506,211,491.08,cash,1
2756,4986,331,1603.44,cash,8
2757,192,140,3885.28,credit card,4
2758,1870,335,906.2,cash,1
2759,2009,80,1353.36,check,3
2760,1637,162,2297.97,credit card,3
2761,630,261,1603.69,cash,1
2762,3484,186,612,credit card,4
2763,3044,81,1226.8,credit card,4
2764,2646,200,1687.28,check,2
2765,4918,30,4498.13,cash,1
2766,4040,319,1267.02,credit card,1
2767,4003,383,2074.66,pear pay,3
2768,365,400,410,credit card,2
2769,1303,99,3394.2,check,4
2770,708,282,2155.66,cash,1
2771,2472,192,1542.32,credit card,1
2772,2169,67,832.98,pear pay,6
2773,2193,87,1486.8,credit card,1
2774,3931,344,1849.2,cash,2
2775,4420,279,1080.7,check,2
2776,2332,97,1663.3,pear pay,2
2777,3578,111,372.42,debit card,1
2778,3065,135,1363.15,credit card,3
2779,4942,195,1495.8,check,1
2780,4451,249,1121.72,credit card,4
2781,3668,190,4388.15,check,5
2782,476,320,1467.31,credit card,3
2783,4171,77,296,debit card,1
2784,3441,292,785.12,credit card,1
2785,1735,12,2409.61,cash,2
2786,272,33,596.28,credit card,3
2787,3553,53,2757.7,credit card,2
2788,1168,242,500.32,credit card,3
2789,3805,387,1725.46,check,1
2790,2273,340,1289.16,check,2
2791,740,150,853.1,pear pay,1
2792,3503,159,1236.51,check,1
2793,88,310,1511.55,credit card,4
2794,730,315,587.85,check,1
2795,2313,209,1699.39,cash,3
2796,1531,66,2016.3,pear pay,4
2797,4469,272,1709.28,credit card,3
2798,1447,233,1850.31,check,1
2799,4505,236,298.29,credit card,1
2800,181,37,1648.2,cash,2
2801,3592,287,668.88,check,1
2802,812,296,586.11,check,1
2803,2546,76,978.23,credit card,1
2804,269,331,4559.04,credit card,2
2805,2080,128,645.69,credit card,1
2806,1564,372,1262.8,debit card,1
2807,542,214,1188.8,credit card,2
2808,2945,158,2413.58,credit card,5
2809,865,172,961.62,credit card,1
2810,391,200,1760.9,pear pay,1
2811,1226,77,1217.7,check,2
2812,753,244,725.9,credit card,1
2813,1771,216,1034.5,pear pay,2
2814,2031,397,721.68,cash,2
2815,3132,244,1885.8,credit card,4
2816,1841,345,3342.36,check,2
2817,3055,161,1085.4,credit card,4
2818,1868,82,608.68,pear pay,1
2819,1752,68,403.71,credit card,1
2820,2339,354,1119.69,credit card,2
2821,2894,241,778.29,pear pay,6
2822,1584,396,247.14,credit card,2
2823,1054,358,2062.17,cash,1
2824,1451,340,1874.73,check,4
2825,606,42,378,check,2
2826,2450,71,3068.26,credit card,8
2827,4700,305,781.76,cash,4
2828,251,115,4574.08,cash,2
2829,2562,158,4035.12,credit card,1
2830,2548,24,570.75,cash,3
2831,4906,70,2241.84,debit card,3
2832,2355,291,2650,cash,5
2833,1878,313,1530.12,cash,2
2834,3312,380,1013.52,cash,1
2835,2367,201,2727.24,credit card,3
2836,1085,235,1251.6,pear pay,2
2837,2715,5,1275.78,check,2
2838,2461,162,1160.2,check,1
2839,2488,398,2413.07,credit card,3
2840,2613,143,617.25,cash,2
2841,3217,273,1770.08,check,1
2842,1007,323,2525.12,credit card,1
2843,1483,198,525.75,cash,1
2844,1338,226,3101.67,check,2
2845,3678,40,4063.18,cash,2
2846,4151,266,1933.91,cash,5
2847,461,191,1426.6,check,4
2848,2826,366,1154.8,check,4
2849,8,118,1799.42,cash,3
2850,4106,294,1747.2,check,1
2851,4344,224,2167.2,pear pay,3
2852,2074,219,1049.76,credit card,1
2853,20,295,1139.18,debit card,2
2854,975,174,3958.08,check,3
2855,3027,183,1266.3,credit card,1
2856,1730,135,2136.81,credit card,1
2857,2795,236,1965.33,cash,1
2858,1029,379,557.13,pear pay,1
2859,564,79,1494.35,pear pay,5
2860,2625,265,2634.52,pear pay,1
2861,4875,306,912.88,credit card,1
2862,3238,172,1832.34,credit card,2
2863,997,385,1387.75,credit card,3
2864,3646,234,1533.25,pear pay,3
2865,3069,295,1531.53,credit card,2
2866,1100,398,2943.4,pear pay,3
2867,4207,230,2405.39,cash,4
2868,4690,70,1406.97,credit card,1
2869,4027,302,1073.36,credit card,2
2870,1845,98,3682.6,credit card,1
2871,1059,50,3068.76,cash,2
2872,1138,152,1214.88,cash,3
2873,90,182,767.04,cash,1
2874,4626,37,529.62,credit card,1
2875,477,376,1553.76,cash,1
2876,406,193,912.87,cash,2
2877,1306,36,1251.63,cash,5
2878,95,225,1691.58,credit card,2
2879,3524,358,3068.91,debit card,2
2880,2088,53,1075.47,cash,2
2881,796,115,1638.16,cash,1
2882,3167,313,2370.84,cash,1
2883,3755,325,546.75,check,2
2884,3440,50,368.34,cash,2
2885,1522,306,452.4,pear pay,3
2886,1557,148,529.24,credit card,1
2887,435,181,837.05,credit card,1
2888,3907,67,5260.97,cash,3
2889,2274,33,384.42,cash,1
2890,183,59,720.72,credit card,2
2891,2166,357,766,credit card,1
2892,4181,262,1248.36,debit card,3
2893,68,101,1223.95,cash,2
2894,2974,73,1342.64,cash,2
2895,594,135,2913.78,check,3
2896,4774,308,2436.96,credit card,4
2897,3300,191,1750.56,credit card,2
2898,2752,58,934.2,pear pay,2
2899,1582,184,474.88,credit card,1
2900,313,240,1216.2,credit card,1
2901,4035,61,1647.8,credit card,4
2902,4033,187,1019.81,credit card,1
2903,4427,109,1826.65,credit card,3
2904,2254,1,1082.28,cash,2
2905,149,298,1792.1,pear pay,4
2906,2876,333,2060.41,cash,4
2907,4141,81,446.61,debit card,1
2908,3732,78,1582.4,credit card,4
2909,4501,117,1256.92,credit card,2
2910,4825,68,843.92,credit card,4
2911,4147,79,5105.32,cash,2
2912,2781,241,1009.19,credit card,2
2913,1326,227,1643.55,cash,3
2914,1560,216,1111.76,check,4
2915,4625,290,529.68,credit card,1
2916,1124,108,962.46,cash,4
2917,4838,25,920.5,credit card,1
2918,2418,302,920.01,check,2
2919,636,49,271.23,credit card,1
2920,1321,233,3575.11,cash,2
2921,4265,333,1361.08,credit card,2
2922,1745,144,4028.88,debit card,3
2923,3713,52,1988.5,debit card,3
2924,1885,186,1624.41,check,4
2925,3120,38,271.23,credit card,2
2926,460,373,784.7,check,1
2927,487,251,470.94,check,1
2928,1568,180,800.7,credit card,2
2929,3389,53,2293.8,cash,6
2930,2410,50,677.28,credit card,1
2931,4671,346,1863.45,credit card,5
2932,1257,40,670.64,credit card,3
2933,1724,280,3159.4,cash,3
2934,4258,315,1511.64,credit card,2
2935,4608,45,1695.82,cash,4
2936,909,323,524.52,check,1
2937,4870,386,1650.24,check,4
2938,4672,132,2928.16,credit card,6
2939,3355,348,361.2,pear pay,2
2940,2101,170,1117.93,cash,1
2941,3598,45,1750.56,credit card,2
2942,4268,347,3367.87,credit card,8
2943,2805,209,1263.8,credit card,1
2944,3647,241,2176.1,cash,4
2945,2378,89,1006.32,credit card,6
2946,3850,184,884.64,check,1
2947,2306,15,1151.04,credit card,1
2948,3552,398,1626.1,credit card,6
2949,871,344,1142.5,check,2
2950,1894,209,1067.17,credit card,1
2951,4978,120,837.44,cash,2
2952,843,391,2085.72,cash,3
2953,1962,261,962.94,credit card,1
2954,2197,50,2275.35,check,1
2955,3509,383,3558.4,pear pay,3
2956,3425,107,1325,cash,6
2957,1133,44,3028.3,cash,3
2958,2099,297,600,check,3
2959,3003,87,1354.36,credit card,1
2960,1328,223,2348.71,credit card,3
2961,2221,2,877.32,credit card,1
2962,1377,169,594.8,check,2
2963,4246,289,1217.81,pear pay,2
2964,815,185,1726.9,cash,1
2965,1715,323,887.88,credit card,2
2966,4937,46,1657.74,credit card,1
2967,4120,308,421,pear pay,1
2968,3919,328,551.25,check,4
2969,3082,322,1265.29,check,2
2970,4742,231,844.8,pear pay,1
2971,1855,346,2003.12,credit card,2
2972,3281,242,1047.35,cash,4
2973,1402,169,884.7,cash,1
2974,1410,148,1149.61,pear pay,3
2975,3134,247,934.92,credit card,1
2976,3152,66,3344.81,credit card,5
2977,613,197,1993.6,cash,3
2978,4203,264,1920.6,credit card,3
2979,555,73,891.66,credit card,1
2980,285,345,1158.06,cash,1
2981,2483,345,5772.65,cash,2
2982,2735,34,854.94,check,1
2983,4235,335,1176.12,cash,1
2984,2817,97,1291.92,credit card,1
2985,1456,138,1392.96,pear pay,1
2986,270,58,713.84,credit card,1
2987,1574,27,1057.35,cash,4
2988,2198,67,1731.1,cash,1
2989,4562,265,1265.55,check,5
2990,4330,126,1740,pear pay,2
2991,825,102,1287.09,cash,4
2992,2959,117,3457.61,cash,4
2993,4281,202,2654.26,pear pay,3
2994,322,354,2639.65,pear pay,6
2995,4280,360,1503.84,credit card,1
2996,4043,374,733.28,check,2
2997,1600,126,1284.3,cash,1
2998,4498,300,2212.4,credit card,1
2999,3040,317,1881.33,credit card,1
3000,3948,257,1420.1,check,1
3001,2663,279,885.72,check,1
3002,4717,310,3053.7,credit card,6
3003,4846,258,4052.49,cash,2
3004,4508,342,1270.26,cash,1
3005,4365,87,2033.78,check,1
3006,4542,270,2551.5,check,2
3007,4496,184,1390.5,credit card,1
3008,1213,50,1381.94,check,2
3009,2543,307,2923.56,cash,3
3010,1741,343,1523.62,credit card,1
3011,3433,330,789.7,credit card,4
3012,2037,56,1834.8,credit card,2
3013,4078,119,2063.39,pear pay,2
3014,4326,329,1364.32,cash,3
3015,2402,67,422.46,check,2
3016,1211,266,4087.93,check,2
3017,2159,75,549.32,cash,1
3018,4618,234,844.02,pear pay,1
3019,2424,200,3629.52,cash,2
3020,2102,369,497.85,credit card,2
3021,4814,129,1834.02,credit card,6
3022,3643,23,2869.62,credit card,3
3023,757,69,2652.26,cash,5
3024,1545,235,1717.92,credit card,3
3025,866,245,1766.7,check,6
3026,4808,255,1295.65,debit card,4
3027,622,49,497.63,cash,2
3028,3821,6,2042.26,pear pay,4
3029,1466,355,758.31,cash,3
3030,1388,101,4726.28,debit card,5
3031,4990,177,915.96,cash,6
3032,651,390,642.54,credit card,1
3033,217,371,3264.91,credit card,2
3034,2530,172,3806.11,cash,3
3035,3323,281,1856.89,check,1
3036,3860,113,3365.46,check,4
3037,2231,267,5619.9,check,8
3038,1721,15,3352.56,credit card,8
3039,2532,181,2075.32,credit card,4
3040,2469,234,1015.38,credit card,2
3041,705,355,1669.46,credit card,1
3042,3135,230,2667.72,credit card,2
3043,328,151,1313.82,credit card,4
3044,2147,246,893.2,pear pay,1
3045,38,237,1535.52,pear pay,3
3046,1193,349,306.96,check,2
3047,1640,275,944.72,cash,1
3048,3461,268,998.94,check,4
3049,601,325,934,cash,1
3050,295,182,635.35,credit card,1
3051,2275,196,1125.24,cash,1
3052,4229,353,634.6,pear pay,1
3053,1421,117,936.2,credit card,1
3054,2032,359,632.04,pear pay,2
3055,4185,205,3501.1,credit card,4
3056,2587,286,574.55,cash,1
3057,4555,292,1950.48,check,3
3058,3116,62,358.04,check,3
3059,2684,293,1271.04,cash,1
3060,1332,105,362.55,credit card,2
3061,3155,197,1433.74,cash,1
3062,3212,372,3426.84,credit card,3
3063,798,10,4673.28,credit card,3
3064,1255,190,794.04,credit card,2
3065,517,341,1850,cash,2
3066,3765,26,849.8,credit card,3
3067,2296,326,377.52,cash,1
3068,2793,41,5185.92,credit card,8
3069,82,273,1390.08,cash,1
3070,3384,218,544.4,check,1
3071,4328,19,636.56,pear pay,4
3072,163,303,1007.3,cash,1
3073,885,218,3350.04,pear pay,3
3074,428,157,1757.73,check,3
3075,2468,154,3888.61,credit card,2
3076,434,77,5665.66,credit card,2
3077,3939,373,1008.96,pear pay,3
3078,2878,309,1133.3,credit card,1
3079,3665,236,2610.8,credit card,5
3080,3173,372,2085.33,credit card,1
3081,4845,145,2872.9,check,3
3082,3126,276,4758.82,credit card,6
3083,3282,149,999.64,check,4
3084,2428,43,1070.8,credit card,5
3085,3774,251,1972.08,pear pay,5
3086,2866,131,4372.29,credit card,4
3087,3369,400,502.15,cash,1
3088,4394,187,2135.76,check,3
3089,2963,75,976.78,credit card,2
3090,2277,156,1130.82,check,2
3091,210,150,688.8,pear pay,1
3092,4604,251,1327.92,credit card,1
3093,3568,265,716.28,credit card,2
3094,4020,14,4508.42,pear pay,1
3095,2405,258,1176.12,check,1
3096,4252,272,3718.88,credit card,4
3097,1041,254,695.25,pear pay,1
3098,3614,74,452.1,cash,2
3099,2213,143,866.24,credit card,1
3100,918,8,552.08,credit card,2
3101,3395,71,1676.48,cash,4
3102,646,312,3064.8,cash,1
3103,3298,320,590.49,credit card,1
3104,1072,123,1009.92,pear pay,1
3105,2445,282,4863.87,debit card,6
3106,4495,209,1628.55,cash,1
3107,2635,179,1645.56,check,3
3108,4478,207,2180.86,pear pay,2
3109,2439,275,1267.63,cash,1
3110,2348,366,837.83,credit card,2
3111,3615,367,474.32,debit card,4
3112,4060,194,1533.44,check,4
3113,2491,333,1282.96,check,3
3114,1503,259,516.15,credit card,2
3115,4993,90,2635.49,check,2
3116,954,126,523.8,credit card,2
3117,4559,387,764.68,pear pay,3
3118,658,380,3637.48,check,1
3119,1227,41,1114.4,pear pay,1
3120,139,209,3850.21,credit card,3
3121,675,127,2547.9,pear pay,1
3122,4996,303,2551.67,credit card,1
3123,1404,117,960.4,credit card,2
3124,3868,98,3293.64,check,1
3125,85,349,245.67,check,1
3126,4053,364,690,cash,1
3127,2255,202,1561.56,cash,2
3128,2922,160,1137.51,pear pay,4
3129,4209,24,1234.03,check,1
3130,4783,239,533.9,check,1
3131,1996,175,2091.4,credit card,2
3132,2129,324,1105.44,check,3
3133,2656,283,608.2,cash,2
3134,3754,274,1224.37,credit card,2
3135,4219,142,365.28,cash,1
3136,4545,189,5674.44,credit card,4
3137,621,347,499.75,pear pay,3
3138,2459,290,561.88,cash,2
3139,141,257,3338.06,cash,3
3140,1717,28,2784.88,credit card,2
3141,287,38,721.84,check,4
3142,3304,63,877.73,credit card,4
3143,3289,202,756.42,pear pay,2
3144,1617,138,2664,cash,4
3145,811,211,1356,cash,1
3146,1546,200,1973.76,check,2
3147,2486,247,5450.34,pear pay,5
3148,3187,323,1194.78,debit card,6
3149,3864,159,3422.6,cash,7
3150,3291,75,1114.74,cash,2
3151,1010,125,1045.33,pear pay,2
3152,4929,31,760.59,credit card,1
3153,1357,50,555.2,cash,1
3154,2226,117,446.12,credit card,2
3155,4032,257,261.87,credit card,2
3156,1268,361,982.94,check,1
3157,1021,141,410.64,check,2
3158,401,207,1113.35,credit card,1
3159,977,36,3195.92,check,4
3160,3508,313,2174.28,cash,2
3161,4378,131,2501.3,credit card,5
3162,695,52,1045.77,credit card,6
3163,321,329,2348.4,cash,5
3164,1504,22,1954.4,check,4
3165,2823,249,648.51,credit card,3
3166,4955,12,2063,check,3
3167,1471,69,2400.71,credit card,6
3168,4904,70,1020.96,check,1
3169,3244,348,952.38,check,1
3170,1979,80,607.48,pear pay,6
3171,379,206,448.5,check,1
3172,610,367,1850.04,check,2
3173,3846,309,565.36,credit card,1
3174,3618,233,560.91,credit card,3
3175,4271,112,1695.36,check,1
3176,314,168,866.28,cash,5
3177,378,235,1169.35,check,2
3178,1880,289,1264.12,pear pay,3
3179,1627,118,2083.97,check,2
3180,3807,141,1448.72,pear pay,1
3181,2215,327,1026.63,cash,1
3182,3196,128,2378.4,cash,4
3183,1834,148,1055.8,check,2
3184,2661,337,2453,cash,1
3185,4752,270,740.13,cash,2
3186,4160,250,1353.66,credit card,1
3187,4104,26,1245.78,credit card,1
3188,4282,265,1242.57,pear pay,2
